epoch,score,best_score,mode,action,target_layer,target_block,target_step,reason,growth_detail,step_score,depth_score,width_score,primitive_score,prune_score,repair_category_score,descriptor_repair_score,soft_prune_score,expected_cost,alive_mean,cost_weight,alive_weight,semantic_weight,skill_weight,consistency_weight,semantic_mass,residual_only_ratio,skill_loss,consistency_metric,prior_cost,skill_count,seconds,train_block_mse,train_block_cos,train_delta_mse,train_delta_cos,train_norm_mse,train_norm_cos,val_block_mse,val_block_cos,val_delta_mse,val_delta_cos,val_norm_mse,val_norm_cos
10,0.10468890840311847,0.10468890840311847,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29165223240852356,0.8204237818717957,0.0,0.0,0.002166666666666666,0.0025833333333333333,0.0008148148148148148,0.4391353726387024,0.14178064465522766,0.022492870688438416,0.9991402626037598,0.382255882024765,20,23.183828115463257,0.11881649562468131,0.9683087880412737,0.11881649556259315,0.9088396633664767,0.03169254520907998,0.9840272213021914,0.11754380874335765,0.9686579257249832,0.11754380911588669,0.9099301248788834,0.03128430694341659,0.9842345267534256
1,0.0013762544989585949,0.0013762544989585949,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2934117317199707,0.8217679262161255,0.0,0.0,0.0,0.0,0.0,0.42861878871917725,0.14286336302757263,0.022757122293114662,0.9991498589515686,0.3785794973373413,20,23.646299362182617,0.6842170437177022,0.9180085495114326,0.6842170409858227,0.5903343597000155,0.11411256504555543,0.942548347512881,0.24261900037527084,0.9569296330213547,0.24261899963021277,0.8471179068088531,0.0737369142472744,0.9624561935663223
11,0.10613166771456599,0.10613166771456599,WAIT,noop,-1,-1,-1,normal,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2903207540512085,0.8202385306358337,0.0,0.0,0.002833333333333333,0.0029166666666666664,0.0009629629629629629,0.44261687994003296,0.14145433902740479,0.022402312606573105,0.9991331696510315,0.3835296630859375,20,23.709940433502197,0.11675749799857536,0.9687752385934194,0.11675749768813451,0.9104941839973132,0.030960158817470072,0.9843992064396541,0.11604540273547173,0.9689795702695847,0.11604540273547173,0.9110568821430206,0.030526845809072257,0.9846191585063935
2,0.06335903333375853,0.06335903333375853,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29361972212791443,0.8209671974182129,0.0,0.0,0.0,0.0,0.0,0.42864367365837097,0.14288821816444397,0.02275674231350422,0.9991497993469238,0.37856417894363403,20,24.344279766082764,0.19066581663986046,0.9587605466445287,0.1906658161431551,0.8678229510784149,0.06886151724805435,0.9649567395448685,0.15979558676481248,0.9604749113321305,0.1597955860197544,0.8792997062206268,0.0616216542199254,0.968699499964714
12,0.10706242286538084,0.10706242286538084,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28904861211776733,0.8199851512908936,0.0,0.0,0.0034999999999999996,0.00325,0.0011111111111111111,0.44540074467658997,0.1412002146244049,0.022327572107315063,0.999126136302948,0.3845787048339844,20,24.364354848861694,0.11565089287857215,0.9690553973118464,0.11565089300274849,0.91138906031847,0.030299450317397714,0.9847346867124239,0.11515315659344197,0.9692829608917236,0.11515315547585488,0.9118461608886719,0.029949988517910243,0.9849122166633606
3,0.08382823198040329,0.08382823198040329,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2723020315170288,0.8212209939956665,0.0,0.0,0.0,0.00024999999999999995,0.0,0.42877140641212463,0.14290136098861694,0.02275138534605503,0.9991492033004761,0.3785991072654724,20,23.16744875907898,0.14551475296417873,0.9619401767849922,0.1455147534608841,0.8878332947691282,0.05330186154072483,0.9729827160636584,0.13838088735938073,0.9631322026252747,0.13838088735938073,0.8929185658693314,0.04715511575341225,0.9761391460895539
13,0.10782969672729573,0.10782969672729573,WAIT,noop,-1,-1,-1,normal,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28886598348617554,0.8198257684707642,0.0,0.0,0.004166666666666666,0.0035833333333333325,0.001259259259259259,0.4503006041049957,0.14074577391147614,0.02219921536743641,0.9991123080253601,0.38642075657844543,20,22.817066431045532,0.1150138863051931,0.9692282468080521,0.11501388655354579,0.9118924379348755,0.02983762393705547,0.9849691281716029,0.11435471326112748,0.9693609118461609,0.1143547136336565,0.912429928779602,0.029425461776554585,0.9851782739162445
4,0.09371237406879664,0.09371237406879664,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26610392332077026,0.8208518624305725,0.0,0.0,0.0,0.0005833333333333334,0.0,0.4289633631706238,0.14290788769721985,0.022744841873645782,0.9991489052772522,0.37866511940956116,20,22.806867837905884,0.13297580008705456,0.9644839053352674,0.13297580033540726,0.8973737155397733,0.043982075930883484,0.9777627562483152,0.1277920760214329,0.9658704996109009,0.12779207527637482,0.9015551626682281,0.04129009786993265,0.9791385710239411
14,0.10840463299800955,0.10840463299800955,GROW,add_width,0,0,1,plateau_cleanup_planner,activated_block_4_in_layer_0,0.1215121580333757,0.28742279410543564,0.3566792248765588,-0.1471035174242793,-999.0,0.14090406209688872,0.17124771174577563,0.05131513888214071,0.2885790765285492,0.8197576999664307,0.0,0.0,0.004833333333333334,0.003916666666666667,0.0014074074074074076,0.4537404179573059,0.1404116153717041,0.022107094526290894,0.9991004467010498,0.3877432644367218,20,22.16240358352661,0.11437126031766336,0.9693793063362439,0.11437126037975152,0.9124339406689008,0.02943194660668572,0.9851750160257021,0.1137226715683937,0.9695752501487732,0.11372267194092274,0.9129110425710678,0.029001699574291707,0.9853934437036515
5,0.0974294799094399,0.0974294799094399,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27214929461479187,0.820350170135498,0.0,0.0,0.0,0.0009166666666666664,7.4074074074074e-05,0.4295775592327118,0.14285190403461456,0.022730689495801926,0.9991500377655029,0.37886375188827515,20,22.235706090927124,0.12561493907123805,0.9664998829364777,0.12561493907123805,0.9033435538411141,0.03949509883920352,0.9800546675920486,0.12481501661241054,0.9668009400367736,0.12481501772999763,0.9040211260318756,0.038199727423489094,0.9807152330875397
15,0.10957857348769905,0.10957857348769905,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.1215121580333757,0.28742279410543564,0.3566792248765588,-0.1471035174242793,-999.0,0.14090406209688872,0.17124771174577563,0.05131513888214071,0.28860753774642944,0.819595992565155,0.0,0.0,0.005499999999999999,0.0042499999999999994,0.0015555555555555555,0.45722997188568115,0.1400475800037384,0.02201446332037449,0.9990866780281067,0.3890681266784668,20,21.987956047058105,0.11334867880990109,0.9696328654885292,0.11334867868572474,0.913238920768102,0.029101026058197022,0.9853429853916168,0.11214204877614975,0.9699025958776474,0.11214204765856266,0.9142435818910599,0.028821958042681218,0.985484528541565
6,0.0995727694158753,0.0995727694158753,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27457886934280396,0.8202775120735168,0.0,0.0,0.0,0.0012499999999999998,0.00022222222222222218,0.4307873249053955,0.142704039812088,0.02270347811281681,0.9991508722305298,0.37926965951919556,20,22.167165279388428,0.12361204953243335,0.9671144649386406,0.12361204959452152,0.9049902513623238,0.037036592761675514,0.9813080752889315,0.1231452289968729,0.9671814620494843,0.12314522974193096,0.9053096026182175,0.036067559383809566,0.9818015843629837
16,0.11049444620435436,0.11049444620435436,WAIT,noop,-1,-1,-1,normal,none,0.1215121580333757,0.28742279410543564,0.3566792248765588,-0.1471035174242793,-999.0,0.14090406209688872,0.17124771174577563,0.05131513888214071,0.28839579224586487,0.8194111585617065,0.0,0.0,0.0061666666666666675,0.004583333333333334,0.0017037037037037038,0.4641200304031372,0.13937242329120636,0.021839596331119537,0.9990560412406921,0.39163118600845337,20,22.735399961471558,0.11181762895236412,0.9699958796302478,0.11181762926280499,0.9144936775167783,0.028755478855843345,0.9855182975530624,0.11118428148329258,0.9702099919319153,0.11118428073823453,0.9149486273527145,0.028526477795094252,0.9856344431638717
7,0.10106643993904196,0.10106643993904196,WAIT,noop,-1,-1,-1,normal,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27630484104156494,0.820376992225647,0.0,0.0,0.0001666666666666669,0.0015833333333333335,0.00037037037037037035,0.4326580762863159,0.14247557520866394,0.022659650072455406,0.9991501569747925,0.37991127371788025,20,22.691170930862427,0.12242648595323165,0.9674317076802254,0.12242648638784885,0.9059200351436932,0.0353216852992773,0.9821815147995949,0.12178770080208778,0.9676267564296722,0.12178770117461682,0.906465345621109,0.03447033781558275,0.9826148182153702
17,0.1115242887126903,0.1115242887126903,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.1215121580333757,0.28742279410543564,0.3566792248765588,-0.1471035174242793,-999.0,0.14090406209688872,0.17124771174577563,0.05131513888214071,0.28517210483551025,0.8192316293716431,0.0,0.0,0.006833333333333333,0.004916666666666666,0.0018518518518518521,0.46817678213119507,0.13900244235992432,0.021734027191996574,0.9990339875221252,0.3931676149368286,20,22.3472797870636,0.11081604175269603,0.9702505086859067,0.11081604218731324,0.9152698740363121,0.028387246110166114,0.9857050721844037,0.11012054234743118,0.9705605238676072,0.11012054160237313,0.915813660621643,0.028201207611709835,0.9857994705438614
8,0.10224983527759712,0.10224983527759712,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27997350692749023,0.8203413486480713,0.0,0.0,0.0008333333333333337,0.0019166666666666666,0.0005185185185185186,0.434442400932312,0.1422702968120575,0.02261457033455372,0.9991480112075806,0.38055136799812317,20,21.977905750274658,0.12119846021135648,0.9677230442563692,0.12119845971465111,0.9069192081689834,0.03386113935460647,0.982924768825372,0.1206543643027544,0.9678970903158188,0.12065436504781246,0.9073339343070984,0.03321876786649227,0.9832514971494675
18,0.11319355745241048,0.11319355745241048,EXPLOIT,sharpen,-1,-1,-1,significant_best,none,0.1215121580333757,0.28742279410543564,0.3566792248765588,-0.1471035174242793,-999.0,0.14090406209688872,0.17124771174577563,0.05131513888214071,0.28189587593078613,0.8191356658935547,0.0,0.0,0.0075,0.00525,0.0020000000000000005,0.4768538475036621,0.13822656869888306,0.02151566743850708,0.998981237411499,0.3964826464653015,20,21.56633710861206,0.10915819046398004,0.9706967721382777,0.10915819027771552,0.9165666962663332,0.02791029163636267,0.9859469681978226,0.10824420116841793,0.9709374755620956,0.10824420042335987,0.9172799289226532,0.02781016072258353,0.9859977304935456
9,0.10297175794591508,0.10297175794591508,WAIT,noop,-1,-1,-1,normal,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2836996614933014,0.8203160762786865,0.0,0.0,0.0015000000000000005,0.0022500000000000003,0.0006666666666666668,0.4369466006755829,0.14201083779335022,0.022549819201231003,0.9991443157196045,0.38145309686660767,20,21.673813581466675,0.12019833947221438,0.967959355811278,0.12019833978265523,0.9077125579118729,0.03266788463418682,0.9835315649708112,0.11981158033013344,0.9679783672094345,0.11981158107519149,0.908120197057724,0.03207357618957758,0.9838335961103439
